location_id,city,state,ALL 
2603,city9,state5,ALL
2604,city2,state6,ALL
2605,city5,state6,ALL
2606,city4,state7,ALL
2607,city9,state10,ALL
2608,city7,state6,ALL
2609,city0,state9,ALL
2610,city10,state1,ALL
2611,city9,state1,ALL
2612,city0,state5,ALL
2613,city6,state0,ALL
2614,city6,state9,ALL
2615,city0,state0,ALL
2616,city6,state0,ALL
2617,city5,state4,ALL
2618,city7,state1,ALL
2619,city5,state4,ALL
2620,city0,state9,ALL
2621,city1,state8,ALL
2622,city6,state6,ALL
2623,city0,state8,ALL
2624,city10,state2,ALL
2625,city7,state3,ALL
2626,city9,state5,ALL
2627,city4,state3,ALL
2628,city7,state5,ALL
2629,city6,state8,ALL
2630,city4,state1,ALL
2631,city6,state6,ALL
2632,city6,state9,ALL
2633,city1,state5,ALL
2634,city4,state2,ALL
2635,city6,state4,ALL
2636,city4,state4,ALL
2637,city8,state3,ALL
2638,city6,state3,ALL
2639,city10,state2,ALL
2640,city10,state5,ALL
2641,city5,state5,ALL
2642,city2,state0,ALL
2643,city5,state5,ALL
2644,city7,state5,ALL
2645,city7,state1,ALL
2646,city10,state3,ALL
2647,city6,state7,ALL
2648,city8,state3,ALL
2649,city2,state3,ALL
2650,city1,state9,ALL
2651,city6,state8,ALL
2652,city1,state1,ALL
2653,city9,state7,ALL
2654,city6,state1,ALL
2655,city8,state7,ALL
2656,city7,state7,ALL
2657,city8,state7,ALL
2658,city4,state3,ALL
2659,city2,state8,ALL
2660,city9,state10,ALL
2661,city3,state8,ALL
2662,city7,state9,ALL
2663,city10,state0,ALL
2664,city6,state7,ALL
2665,city3,state10,ALL
2666,city1,state6,ALL
2667,city4,state2,ALL
2668,city8,state5,ALL
2669,city5,state0,ALL
2670,city4,state9,ALL
2671,city2,state0,ALL
2672,city1,state4,ALL
2673,city1,state5,ALL
2674,city0,state10,ALL
2675,city0,state1,ALL
2676,city7,state1,ALL
2677,city2,state0,ALL
2678,city6,state10,ALL
2679,city9,state8,ALL
2680,city6,state7,ALL
2681,city10,state10,ALL
2682,city0,state10,ALL
2683,city8,state0,ALL
2684,city4,state2,ALL
2685,city0,state4,ALL
2686,city9,state5,ALL
2687,city2,state3,ALL
2688,city4,state10,ALL
2689,city3,state1,ALL
2690,city5,state3,ALL
2691,city5,state8,ALL
2692,city6,state3,ALL
2693,city8,state1,ALL
2694,city3,state2,ALL
2695,city8,state0,ALL
2696,city5,state7,ALL
2697,city10,state6,ALL
2698,city1,state1,ALL
2699,city3,state1,ALL
2700,city9,state0,ALL
2701,city2,state8,ALL
2702,city9,state2,ALL
2703,city2,state9,ALL
2704,city8,state9,ALL
2705,city2,state10,ALL
2706,city6,state9,ALL
2707,city7,state3,ALL
2708,city1,state9,ALL
2709,city4,state7,ALL
2710,city4,state1,ALL
2711,city10,state6,ALL
2712,city1,state8,ALL
2713,city1,state2,ALL
2714,city2,state4,ALL
2715,city7,state10,ALL
2716,city7,state6,ALL
2717,city10,state4,ALL
2718,city4,state3,ALL
2719,city2,state1,ALL
2720,city10,state9,ALL
2721,city10,state10,ALL
2722,city0,state9,ALL
2723,city7,state7,ALL
2724,city1,state10,ALL
2725,city10,state2,ALL
2726,city0,state9,ALL
2727,city2,state0,ALL
2728,city6,state7,ALL
2729,city7,state6,ALL
2730,city2,state4,ALL
2731,city0,state5,ALL
2732,city7,state4,ALL
2733,city7,state6,ALL
2734,city10,state0,ALL
2735,city7,state1,ALL
2736,city9,state4,ALL
2737,city10,state4,ALL
2738,city10,state5,ALL
2739,city0,state7,ALL
2740,city4,state10,ALL
2741,city6,state9,ALL
2742,city8,state10,ALL
2743,city3,state0,ALL
2744,city10,state9,ALL
2745,city8,state6,ALL
2746,city2,state7,ALL
2747,city8,state6,ALL
2748,city2,state8,ALL
2749,city7,state10,ALL
2750,city10,state7,ALL
2751,city2,state3,ALL
2752,city5,state6,ALL
2753,city8,state8,ALL
2754,city9,state10,ALL
2755,city9,state1,ALL
2756,city3,state5,ALL
2757,city8,state2,ALL
2758,city1,state5,ALL
2759,city8,state1,ALL
2760,city7,state1,ALL
2761,city2,state7,ALL
2762,city9,state9,ALL
2763,city2,state1,ALL
2764,city9,state5,ALL
2765,city3,state1,ALL
2766,city8,state4,ALL
2767,city8,state10,ALL
2768,city0,state4,ALL
2769,city2,state6,ALL
2770,city8,state1,ALL
2771,city10,state1,ALL
2772,city9,state8,ALL
2773,city2,state0,ALL
2774,city10,state7,ALL
2775,city9,state5,ALL
2776,city0,state10,ALL
2777,city7,state6,ALL
2778,city0,state6,ALL
2779,city9,state9,ALL
2780,city3,state8,ALL
2781,city7,state3,ALL
2782,city5,state2,ALL
2783,city4,state8,ALL
2784,city10,state3,ALL
2785,city2,state0,ALL
2786,city6,state3,ALL
2787,city10,state5,ALL
2788,city1,state0,ALL
2789,city8,state5,ALL
2790,city2,state7,ALL
2791,city6,state4,ALL
2792,city9,state0,ALL
2793,city8,state6,ALL
2794,city10,state5,ALL
2795,city0,state8,ALL
2796,city7,state1,ALL
2797,city5,state3,ALL
2798,city3,state2,ALL
2799,city3,state1,ALL
2800,city5,state8,ALL
2801,city10,state2,ALL
2802,city1,state3,ALL
2803,city7,state9,ALL
2804,city7,state8,ALL
2805,city2,state0,ALL
2806,city0,state8,ALL
2807,city10,state1,ALL
2808,city10,state10,ALL
2809,city3,state10,ALL
2810,city0,state8,ALL
2811,city9,state1,ALL
2812,city0,state6,ALL
2813,city2,state0,ALL
2814,city10,state10,ALL
2815,city1,state4,ALL
2816,city5,state5,ALL
2817,city9,state1,ALL
2818,city2,state9,ALL
2819,city9,state2,ALL
2820,city10,state6,ALL
2821,city1,state10,ALL
2822,city7,state8,ALL
2823,city4,state10,ALL
2824,city1,state0,ALL
2825,city4,state1,ALL
2826,city1,state9,ALL
2827,city0,state7,ALL
2828,city10,state1,ALL
2829,city4,state8,ALL
2830,city9,state2,ALL
2831,city4,state2,ALL
2832,city7,state8,ALL
2833,city9,state1,ALL
2834,city4,state2,ALL
2835,city1,state0,ALL
2836,city3,state10,ALL
2837,city6,state8,ALL
2838,city0,state4,ALL
2839,city1,state0,ALL
2840,city10,state7,ALL
2841,city10,state10,ALL
2842,city2,state1,ALL
2843,city10,state1,ALL
2844,city8,state6,ALL
2845,city9,state10,ALL
2846,city7,state1,ALL
2847,city1,state4,ALL
2848,city5,state4,ALL
2849,city8,state10,ALL
2850,city3,state0,ALL
2851,city10,state0,ALL
2852,city2,state8,ALL
2853,city8,state6,ALL
2854,city4,state3,ALL
2855,city10,state5,ALL
2856,city0,state3,ALL
2857,city6,state4,ALL
2858,city8,state5,ALL
2859,city7,state6,ALL
2860,city5,state7,ALL
2861,city8,state10,ALL
2862,city3,state0,ALL
2863,city1,state3,ALL
2864,city1,state3,ALL
2865,city0,state2,ALL
2866,city2,state3,ALL
2867,city6,state7,ALL
2868,city8,state2,ALL
2869,city10,state5,ALL
2870,city5,state2,ALL
2871,city8,state9,ALL
2872,city2,state7,ALL
2873,city7,state2,ALL
2874,city8,state8,ALL
2875,city9,state3,ALL
2876,city3,state8,ALL
2877,city3,state2,ALL
2878,city0,state9,ALL
2879,city4,state5,ALL
2880,city6,state2,ALL
2881,city2,state8,ALL
2882,city0,state8,ALL
2883,city8,state7,ALL
2884,city3,state3,ALL
2885,city10,state1,ALL
2886,city7,state7,ALL
2887,city9,state2,ALL
2888,city0,state7,ALL
2889,city6,state1,ALL
2890,city3,state7,ALL
2891,city7,state5,ALL
2892,city5,state0,ALL
2893,city5,state2,ALL
2894,city5,state1,ALL
2895,city6,state4,ALL
2896,city0,state7,ALL
2897,city0,state2,ALL
2898,city4,state3,ALL
2899,city8,state4,ALL
2900,city1,state6,ALL
2901,city6,state3,ALL
2902,city2,state5,ALL
2903,city2,state8,ALL
2904,city7,state6,ALL
2905,city6,state8,ALL
2906,city3,state9,ALL
2907,city9,state6,ALL
2908,city6,state7,ALL
2909,city6,state7,ALL
2910,city1,state1,ALL
2911,city9,state7,ALL
2912,city10,state5,ALL
2913,city10,state5,ALL
2914,city6,state4,ALL
2915,city7,state5,ALL
2916,city3,state1,ALL
2917,city7,state0,ALL
2918,city5,state1,ALL
2919,city10,state0,ALL
2920,city10,state10,ALL
2921,city5,state9,ALL
2922,city6,state3,ALL
2923,city4,state5,ALL
2924,city9,state7,ALL
2925,city7,state5,ALL
2926,city2,state4,ALL
2927,city4,state10,ALL
2928,city6,state8,ALL
2929,city10,state6,ALL
2930,city9,state4,ALL
2931,city8,state10,ALL
2932,city3,state9,ALL
2933,city10,state0,ALL
2934,city5,state0,ALL
2935,city8,state7,ALL
2936,city6,state8,ALL
2937,city9,state2,ALL
2938,city0,state7,ALL
2939,city2,state10,ALL
2940,city2,state1,ALL
2941,city9,state6,ALL
2942,city3,state7,ALL
2943,city4,state4,ALL
2944,city10,state7,ALL
2945,city3,state6,ALL
2946,city3,state6,ALL
2947,city1,state3,ALL
2948,city5,state0,ALL
2949,city7,state5,ALL
2950,city7,state1,ALL
2951,city10,state10,ALL
2952,city8,state7,ALL
2953,city8,state6,ALL
2954,city10,state1,ALL
2955,city9,state7,ALL
2956,city1,state9,ALL
2957,city9,state3,ALL
2958,city8,state5,ALL
2959,city1,state7,ALL
2960,city2,state1,ALL
2961,city7,state4,ALL
2962,city8,state7,ALL
2963,city5,state2,ALL
2964,city8,state5,ALL
2965,city2,state4,ALL
2966,city4,state7,ALL
2967,city5,state9,ALL
2968,city8,state8,ALL
2969,city5,state4,ALL
2970,city2,state3,ALL
2971,city3,state3,ALL
2972,city7,state9,ALL
2973,city10,state0,ALL
2974,city1,state3,ALL
2975,city5,state2,ALL
2976,city5,state9,ALL
2977,city1,state2,ALL
2978,city1,state8,ALL
2979,city8,state1,ALL
2980,city2,state9,ALL
2981,city2,state5,ALL
2982,city3,state3,ALL
2983,city5,state8,ALL
2984,city8,state0,ALL
2985,city2,state1,ALL
2986,city7,state4,ALL
2987,city6,state5,ALL
2988,city3,state10,ALL
2989,city7,state2,ALL
2990,city7,state2,ALL
2991,city7,state7,ALL
2992,city6,state5,ALL
2993,city8,state0,ALL
2994,city0,state3,ALL
2995,city5,state3,ALL
2996,city9,state9,ALL
2997,city9,state6,ALL
2998,city5,state8,ALL
2999,city5,state3,ALL
3000,city3,state10,ALL
3001,city6,state4,ALL
3002,city4,state10,ALL
3003,city8,state0,ALL
3004,city3,state1,ALL
3005,city10,state6,ALL
3006,city10,state1,ALL
3007,city3,state3,ALL
3008,city9,state2,ALL
3009,city2,state7,ALL
3010,city3,state2,ALL
3011,city2,state9,ALL
3012,city9,state4,ALL
3013,city4,state3,ALL
3014,city0,state0,ALL
3015,city8,state3,ALL
3016,city4,state8,ALL
3017,city3,state6,ALL
3018,city2,state1,ALL
3019,city3,state4,ALL
3020,city6,state10,ALL
3021,city6,state10,ALL
3022,city5,state2,ALL
3023,city7,state7,ALL
3024,city6,state3,ALL
3025,city7,state7,ALL
3026,city7,state6,ALL
3027,city2,state9,ALL
3028,city10,state0,ALL
3029,city7,state2,ALL
3030,city10,state0,ALL
3031,city2,state5,ALL
3032,city1,state3,ALL
3033,city8,state3,ALL
3034,city1,state0,ALL
3035,city4,state0,ALL
3036,city6,state4,ALL
3037,city4,state1,ALL
3038,city7,state8,ALL
3039,city2,state0,ALL
3040,city9,state8,ALL
3041,city0,state2,ALL
3042,city8,state7,ALL
3043,city2,state8,ALL
3044,city5,state5,ALL
3045,city5,state7,ALL
3046,city1,state3,ALL
3047,city7,state9,ALL
3048,city6,state2,ALL
3049,city4,state5,ALL
3050,city0,state0,ALL
3051,city2,state3,ALL
3052,city1,state2,ALL
3053,city4,state4,ALL
3054,city1,state7,ALL
3055,city9,state3,ALL
3056,city8,state4,ALL
3057,city5,state7,ALL
3058,city8,state1,ALL
3059,city10,state10,ALL
3060,city8,state9,ALL
3061,city10,state3,ALL
3062,city8,state7,ALL
3063,city4,state8,ALL
3064,city0,state1,ALL
3065,city6,state2,ALL
3066,city5,state5,ALL
3067,city2,state1,ALL
3068,city2,state0,ALL
3069,city3,state8,ALL
3070,city2,state8,ALL
3071,city7,state0,ALL
3072,city2,state0,ALL
3073,city0,state4,ALL
3074,city7,state6,ALL
3075,city1,state4,ALL
3076,city4,state2,ALL
3077,city7,state9,ALL
3078,city3,state6,ALL
3079,city8,state3,ALL
3080,city1,state7,ALL
3081,city1,state3,ALL
3082,city1,state9,ALL
3083,city6,state7,ALL
3084,city4,state3,ALL
3085,city1,state1,ALL
3086,city9,state0,ALL
3087,city4,state2,ALL
3088,city8,state1,ALL
3089,city3,state6,ALL
3090,city9,state3,ALL
3091,city7,state1,ALL
3092,city0,state5,ALL
3093,city6,state3,ALL
3094,city4,state4,ALL
3095,city4,state10,ALL
3096,city6,state3,ALL
3097,city5,state5,ALL
3098,city10,state4,ALL
3099,city3,state2,ALL
3100,city10,state6,ALL
3101,city2,state8,ALL
3102,city7,state8,ALL
3103,city9,state1,ALL
3104,city2,state6,ALL
3105,city3,state5,ALL
3106,city4,state3,ALL
3107,city9,state6,ALL
3108,city0,state5,ALL
3109,city4,state4,ALL
3110,city6,state8,ALL
3111,city2,state0,ALL
3112,city8,state6,ALL
3113,city2,state6,ALL
3114,city6,state8,ALL
3115,city8,state8,ALL
3116,city10,state6,ALL
3117,city9,state7,ALL
3118,city6,state9,ALL
3119,city1,state7,ALL
3120,city5,state6,ALL
3121,city10,state6,ALL
3122,city1,state6,ALL
3123,city8,state2,ALL
3124,city6,state1,ALL
3125,city10,state9,ALL
3126,city4,state1,ALL
3127,city2,state6,ALL
3128,city9,state8,ALL
3129,city0,state1,ALL
3130,city2,state8,ALL
3131,city6,state5,ALL
3132,city6,state1,ALL
3133,city9,state5,ALL
3134,city6,state3,ALL
3135,city4,state1,ALL
3136,city2,state3,ALL
3137,city10,state3,ALL
3138,city4,state9,ALL
3139,city9,state6,ALL
3140,city6,state3,ALL
3141,city3,state4,ALL
3142,city7,state7,ALL
3143,city5,state8,ALL
3144,city1,state1,ALL
3145,city3,state6,ALL
3146,city5,state10,ALL
3147,city8,state6,ALL
3148,city10,state7,ALL
3149,city5,state1,ALL
3150,city1,state9,ALL
3151,city8,state8,ALL
3152,city7,state9,ALL
3153,city9,state4,ALL
3154,city2,state9,ALL
3155,city8,state3,ALL
3156,city7,state10,ALL
3157,city4,state4,ALL
3158,city1,state3,ALL
3159,city10,state2,ALL
3160,city6,state0,ALL
3161,city2,state4,ALL
3162,city9,state1,ALL
3163,city4,state8,ALL
3164,city8,state7,ALL
3165,city6,state8,ALL
3166,city8,state8,ALL
3167,city9,state0,ALL
3168,city1,state3,ALL
3169,city8,state0,ALL
3170,city3,state1,ALL
3171,city1,state5,ALL
3172,city6,state8,ALL
3173,city8,state0,ALL
3174,city4,state3,ALL
3175,city5,state10,ALL
3176,city3,state10,ALL
3177,city9,state3,ALL
3178,city3,state2,ALL
3179,city0,state7,ALL
3180,city6,state0,ALL
3181,city7,state6,ALL
3182,city4,state2,ALL
3183,city1,state8,ALL
3184,city3,state0,ALL
3185,city6,state6,ALL
3186,city0,state4,ALL
3187,city10,state7,ALL
3188,city2,state4,ALL
3189,city3,state5,ALL
3190,city7,state6,ALL
3191,city4,state6,ALL
3192,city3,state0,ALL
3193,city8,state0,ALL
3194,city10,state1,ALL
3195,city7,state9,ALL
3196,city1,state4,ALL
3197,city6,state8,ALL
3198,city10,state5,ALL
3199,city6,state9,ALL
3200,city2,state5,ALL
3201,city9,state2,ALL
3202,city2,state0,ALL
3203,city6,state2,ALL
3204,city10,state0,ALL
3205,city7,state5,ALL
3206,city10,state4,ALL
3207,city2,state6,ALL
3208,city0,state10,ALL
3209,city8,state9,ALL
3210,city2,state7,ALL
3211,city8,state10,ALL
3212,city9,state4,ALL
3213,city10,state4,ALL
3214,city9,state2,ALL
3215,city2,state4,ALL
3216,city6,state2,ALL
3217,city9,state6,ALL
3218,city7,state2,ALL
3219,city5,state2,ALL
3220,city3,state10,ALL
3221,city5,state5,ALL
3222,city6,state6,ALL
3223,city3,state8,ALL
3224,city10,state9,ALL
3225,city8,state7,ALL
3226,city0,state3,ALL
3227,city1,state6,ALL
3228,city9,state3,ALL
3229,city1,state5,ALL
3230,city0,state6,ALL
3231,city9,state4,ALL
3232,city5,state10,ALL
3233,city2,state2,ALL
3234,city6,state8,ALL
3235,city7,state10,ALL
3236,city6,state3,ALL
3237,city0,state10,ALL
3238,city6,state2,ALL
3239,city7,state2,ALL
3240,city9,state5,ALL
3241,city1,state4,ALL
3242,city4,state9,ALL
3243,city0,state0,ALL
3244,city0,state6,ALL
3245,city9,state0,ALL
3246,city5,state5,ALL
3247,city3,state1,ALL
3248,city9,state0,ALL
3249,city7,state2,ALL
3250,city8,state3,ALL
3251,city3,state2,ALL
3252,city8,state1,ALL
3253,city0,state10,ALL
3254,city9,state1,ALL
3255,city3,state3,ALL
3256,city2,state3,ALL
3257,city5,state5,ALL
3258,city3,state10,ALL
3259,city3,state7,ALL
3260,city3,state1,ALL
3261,city8,state8,ALL
3262,city7,state5,ALL
3263,city3,state2,ALL
3264,city10,state6,ALL
3265,city4,state10,ALL
3266,city10,state4,ALL
3267,city2,state5,ALL
3268,city4,state9,ALL
3269,city5,state0,ALL
3270,city0,state9,ALL
3271,city2,state7,ALL
3272,city6,state6,ALL
3273,city8,state9,ALL
3274,city5,state6,ALL
3275,city3,state0,ALL
3276,city2,state3,ALL
3277,city8,state10,ALL
3278,city8,state4,ALL
3279,city1,state0,ALL
3280,city3,state3,ALL
3281,city3,state7,ALL
3282,city10,state0,ALL
3283,city1,state3,ALL
3284,city9,state6,ALL
3285,city1,state7,ALL
3286,city4,state0,ALL
3287,city1,state6,ALL
3288,city9,state2,ALL
3289,city3,state4,ALL
3290,city4,state10,ALL
3291,city4,state8,ALL
3292,city1,state3,ALL
3293,city6,state7,ALL
3294,city9,state2,ALL
3295,city3,state8,ALL
3296,city7,state0,ALL
3297,city9,state10,ALL
3298,city4,state9,ALL
3299,city7,state2,ALL
3300,city1,state7,ALL
3301,city4,state4,ALL
3302,city1,state1,ALL
3303,city0,state5,ALL
3304,city3,state3,ALL
3305,city2,state6,ALL
3306,city1,state6,ALL
3307,city5,state10,ALL
3308,city7,state4,ALL
3309,city8,state1,ALL
3310,city6,state5,ALL
3311,city6,state9,ALL
3312,city1,state8,ALL
3313,city3,state1,ALL
3314,city5,state9,ALL
3315,city3,state2,ALL
3316,city6,state7,ALL
3317,city8,state2,ALL
3318,city2,state9,ALL
3319,city8,state4,ALL
3320,city3,state6,ALL
3321,city4,state8,ALL
3322,city7,state10,ALL
3323,city0,state6,ALL
3324,city8,state9,ALL
3325,city4,state6,ALL
3326,city2,state5,ALL
3327,city8,state0,ALL
3328,city5,state9,ALL
3329,city0,state9,ALL
3330,city9,state2,ALL
3331,city7,state0,ALL
3332,city1,state5,ALL
3333,city4,state2,ALL
3334,city3,state7,ALL
3335,city6,state1,ALL
3336,city0,state5,ALL
3337,city5,state3,ALL
3338,city1,state0,ALL
3339,city8,state7,ALL
3340,city6,state10,ALL
3341,city1,state3,ALL
3342,city2,state4,ALL
3343,city8,state6,ALL
3344,city0,state6,ALL
3345,city9,state9,ALL
3346,city7,state3,ALL
3347,city0,state1,ALL
3348,city9,state3,ALL
3349,city0,state3,ALL
3350,city3,state3,ALL
3351,city2,state6,ALL
3352,city1,state4,ALL
3353,city0,state7,ALL
3354,city5,state7,ALL
3355,city0,state8,ALL
3356,city8,state2,ALL
3357,city2,state7,ALL
3358,city10,state10,ALL
3359,city3,state8,ALL
3360,city5,state5,ALL
3361,city4,state6,ALL
3362,city2,state8,ALL
3363,city9,state2,ALL
3364,city7,state9,ALL
3365,city9,state10,ALL
3366,city8,state6,ALL
3367,city4,state3,ALL
3368,city4,state1,ALL
3369,city1,state8,ALL
3370,city10,state8,ALL
3371,city9,state4,ALL
3372,city5,state0,ALL
3373,city8,state7,ALL
3374,city5,state0,ALL
3375,city2,state0,ALL
3376,city7,state4,ALL
3377,city0,state0,ALL
3378,city3,state8,ALL
3379,city4,state7,ALL
3380,city10,state2,ALL
3381,city8,state5,ALL
3382,city9,state3,ALL
3383,city5,state7,ALL
3384,city2,state2,ALL
3385,city3,state2,ALL
3386,city7,state1,ALL
3387,city7,state3,ALL
3388,city6,state10,ALL
3389,city9,state3,ALL
3390,city6,state0,ALL
3391,city5,state5,ALL
3392,city4,state8,ALL
3393,city6,state3,ALL
3394,city1,state2,ALL
3395,city9,state10,ALL
3396,city10,state8,ALL
3397,city6,state9,ALL
3398,city3,state9,ALL
3399,city0,state10,ALL
3400,city6,state7,ALL
3401,city2,state9,ALL
3402,city3,state5,ALL
3403,city6,state8,ALL
3404,city5,state7,ALL
3405,city10,state2,ALL
3406,city3,state6,ALL
3407,city7,state10,ALL
3408,city7,state5,ALL
3409,city6,state6,ALL
3410,city8,state0,ALL
3411,city6,state6,ALL
3412,city8,state7,ALL
3413,city4,state7,ALL
3414,city10,state0,ALL
3415,city1,state3,ALL
3416,city7,state3,ALL
3417,city10,state5,ALL
3418,city3,state10,ALL
3419,city3,state0,ALL
3420,city7,state9,ALL
3421,city9,state3,ALL
3422,city2,state2,ALL
3423,city4,state1,ALL
3424,city8,state3,ALL
3425,city10,state5,ALL
3426,city0,state7,ALL
3427,city9,state1,ALL
3428,city9,state7,ALL
3429,city5,state6,ALL
3430,city4,state3,ALL
3431,city10,state5,ALL
3432,city8,state7,ALL
3433,city8,state3,ALL
3434,city10,state7,ALL
3435,city9,state7,ALL
3436,city7,state6,ALL
3437,city7,state2,ALL
3438,city0,state1,ALL
3439,city1,state0,ALL
3440,city7,state9,ALL
3441,city1,state4,ALL
3442,city10,state4,ALL
3443,city6,state5,ALL
3444,city9,state7,ALL
3445,city8,state6,ALL
3446,city2,state0,ALL
3447,city1,state2,ALL
3448,city8,state4,ALL
3449,city9,state2,ALL
3450,city3,state1,ALL
3451,city8,state3,ALL
3452,city5,state1,ALL
3453,city3,state6,ALL
3454,city5,state10,ALL
3455,city0,state10,ALL
3456,city0,state6,ALL
3457,city1,state0,ALL
3458,city7,state1,ALL
3459,city0,state1,ALL
3460,city8,state10,ALL
3461,city7,state5,ALL
3462,city1,state1,ALL
3463,city2,state1,ALL
3464,city5,state1,ALL
3465,city9,state7,ALL
3466,city5,state2,ALL
3467,city10,state7,ALL
3468,city7,state2,ALL
3469,city0,state6,ALL
3470,city2,state8,ALL
3471,city9,state3,ALL
3472,city5,state8,ALL
3473,city3,state5,ALL
3474,city7,state8,ALL
3475,city2,state3,ALL
3476,city10,state4,ALL
3477,city8,state3,ALL
3478,city1,state6,ALL
3479,city5,state7,ALL
3480,city0,state4,ALL
3481,city2,state7,ALL
3482,city8,state5,ALL
3483,city10,state3,ALL
3484,city1,state3,ALL
3485,city1,state3,ALL
3486,city0,state3,ALL
3487,city1,state0,ALL
3488,city7,state10,ALL
3489,city9,state3,ALL
3490,city8,state2,ALL
3491,city7,state4,ALL
3492,city8,state9,ALL
3493,city9,state3,ALL
3494,city7,state7,ALL
3495,city4,state3,ALL
3496,city2,state2,ALL
3497,city0,state10,ALL
3498,city10,state5,ALL
3499,city8,state9,ALL
3500,city6,state2,ALL
3501,city8,state7,ALL
3502,city10,state0,ALL
3503,city1,state8,ALL
3504,city10,state10,ALL
3505,city10,state9,ALL
3506,city7,state9,ALL
3507,city2,state10,ALL
3508,city9,state9,ALL
3509,city7,state6,ALL
3510,city9,state4,ALL
3511,city1,state10,ALL
3512,city3,state9,ALL
3513,city6,state7,ALL
3514,city0,state1,ALL
3515,city2,state5,ALL
3516,city6,state7,ALL
3517,city9,state10,ALL
3518,city2,state8,ALL
3519,city5,state4,ALL
3520,city2,state7,ALL
3521,city5,state3,ALL
3522,city1,state7,ALL
3523,city10,state1,ALL
3524,city8,state4,ALL
3525,city4,state7,ALL
3526,city5,state1,ALL
3527,city7,state4,ALL
3528,city8,state9,ALL
3529,city7,state1,ALL
3530,city8,state3,ALL
3531,city7,state10,ALL
3532,city2,state4,ALL
3533,city6,state10,ALL
3534,city2,state1,ALL
3535,city8,state7,ALL
3536,city3,state3,ALL
3537,city2,state5,ALL
3538,city0,state4,ALL
3539,city0,state6,ALL
3540,city0,state3,ALL
3541,city7,state7,ALL
3542,city3,state7,ALL
3543,city0,state7,ALL
3544,city8,state1,ALL
3545,city9,state0,ALL
3546,city0,state3,ALL
3547,city7,state1,ALL
3548,city4,state6,ALL
3549,city5,state5,ALL
3550,city4,state0,ALL
3551,city6,state4,ALL
3552,city9,state8,ALL
3553,city8,state8,ALL
3554,city5,state8,ALL
3555,city1,state1,ALL
3556,city7,state7,ALL
3557,city0,state7,ALL
3558,city5,state2,ALL
3559,city3,state0,ALL
3560,city5,state3,ALL
3561,city8,state1,ALL
3562,city10,state1,ALL
3563,city5,state4,ALL
3564,city9,state0,ALL
3565,city10,state3,ALL
3566,city1,state9,ALL
3567,city7,state3,ALL
3568,city6,state8,ALL
3569,city3,state3,ALL
3570,city4,state6,ALL
3571,city8,state2,ALL
3572,city6,state9,ALL
3573,city3,state4,ALL
3574,city0,state1,ALL
3575,city5,state4,ALL
3576,city2,state7,ALL
3577,city10,state5,ALL
3578,city10,state9,ALL
3579,city9,state10,ALL
3580,city8,state4,ALL
3581,city10,state1,ALL
3582,city8,state7,ALL
3583,city1,state1,ALL
3584,city5,state9,ALL
3585,city10,state2,ALL
3586,city7,state8,ALL
3587,city3,state4,ALL
3588,city7,state5,ALL
3589,city7,state4,ALL
3590,city2,state8,ALL
3591,city8,state7,ALL
3592,city4,state6,ALL
3593,city8,state9,ALL
3594,city8,state8,ALL
3595,city5,state4,ALL
3596,city7,state1,ALL
3597,city5,state2,ALL
3598,city4,state10,ALL
3599,city1,state1,ALL
3600,city8,state7,ALL
3601,city5,state1,ALL
3602,city8,state0,ALL
3603,city7,state7,ALL
3604,city8,state10,ALL
3605,city3,state2,ALL
3606,city6,state9,ALL
3607,city3,state1,ALL
3608,city4,state6,ALL
3609,city3,state0,ALL
3610,city3,state5,ALL
3611,city6,state2,ALL
3612,city1,state4,ALL
3613,city1,state6,ALL
3614,city10,state1,ALL
3615,city8,state8,ALL
3616,city7,state3,ALL
3617,city5,state6,ALL
3618,city8,state5,ALL
3619,city3,state6,ALL
3620,city5,state3,ALL
3621,city5,state8,ALL
3622,city6,state8,ALL
3623,city4,state8,ALL
3624,city6,state4,ALL
3625,city6,state2,ALL
3626,city2,state5,ALL
3627,city7,state9,ALL
3628,city0,state6,ALL
3629,city2,state9,ALL
3630,city3,state2,ALL
3631,city8,state6,ALL
3632,city7,state10,ALL
3633,city6,state2,ALL
3634,city7,state9,ALL
3635,city0,state3,ALL
3636,city9,state5,ALL
3637,city8,state4,ALL
3638,city1,state10,ALL
3639,city10,state1,ALL
3640,city9,state0,ALL
3641,city0,state10,ALL
3642,city2,state1,ALL
3643,city3,state9,ALL
3644,city10,state2,ALL
3645,city7,state2,ALL
3646,city9,state1,ALL
3647,city3,state7,ALL
3648,city3,state5,ALL
3649,city8,state4,ALL
3650,city9,state5,ALL
3651,city9,state2,ALL
3652,city10,state0,ALL
3653,city9,state4,ALL
3654,city5,state9,ALL
3655,city5,state6,ALL
3656,city7,state2,ALL
3657,city7,state2,ALL
3658,city0,state6,ALL
3659,city5,state1,ALL
3660,city5,state8,ALL
3661,city10,state9,ALL
3662,city2,state6,ALL
3663,city6,state10,ALL
3664,city7,state5,ALL
3665,city0,state1,ALL
3666,city3,state4,ALL
3667,city3,state10,ALL
3668,city3,state8,ALL
3669,city5,state2,ALL
3670,city10,state4,ALL
3671,city4,state9,ALL
3672,city0,state10,ALL
3673,city8,state10,ALL
3674,city0,state2,ALL
3675,city4,state4,ALL
3676,city1,state10,ALL
3677,city6,state9,ALL
