date_id,date,day,month,year,ALL 
2204,15/2/2018,15,2,2018,ALL
2205,15/9/2011,15,9,2011,ALL
2206,1/2/2019,1,2,2019,ALL
2207,13/3/2017,13,3,2017,ALL
2208,15/4/2010,15,4,2010,ALL
2209,16/5/2015,16,5,2015,ALL
2210,4/2/2010,4,2,2010,ALL
2211,17/8/2012,17,8,2012,ALL
2212,12/1/2014,12,1,2014,ALL
2213,17/6/2019,17,6,2019,ALL
2214,27/9/2016,27,9,2016,ALL
2215,16/5/2013,16,5,2013,ALL
2216,2/8/2014,2,8,2014,ALL
2217,12/8/2016,12,8,2016,ALL
2218,27/1/2010,27,1,2010,ALL
2219,9/7/2019,9,7,2019,ALL
2220,21/11/2010,21,11,2010,ALL
2221,19/6/2015,19,6,2015,ALL
2222,3/1/2012,3,1,2012,ALL
2223,22/4/2010,22,4,2010,ALL
2224,2/11/2013,2,11,2013,ALL
2225,12/2/2015,12,2,2015,ALL
2226,19/5/2015,19,5,2015,ALL
2227,6/3/2010,6,3,2010,ALL
2228,9/11/2011,9,11,2011,ALL
2229,3/4/2017,3,4,2017,ALL
2230,20/10/2012,20,10,2012,ALL
2231,17/3/2018,17,3,2018,ALL
2232,13/1/2017,13,1,2017,ALL
2233,10/2/2018,10,2,2018,ALL
2234,16/1/2013,16,1,2013,ALL
2235,2/11/2018,2,11,2018,ALL
2236,27/2/2011,27,2,2011,ALL
2237,12/11/2019,12,11,2019,ALL
2238,5/4/2012,5,4,2012,ALL
2239,7/2/2018,7,2,2018,ALL
2240,18/3/2019,18,3,2019,ALL
2241,22/10/2017,22,10,2017,ALL
2242,3/6/2012,3,6,2012,ALL
2243,14/4/2017,14,4,2017,ALL
2244,27/6/2016,27,6,2016,ALL
2245,21/6/2014,21,6,2014,ALL
2246,9/4/2016,9,4,2016,ALL
2247,10/1/2012,10,1,2012,ALL
2248,14/6/2013,14,6,2013,ALL
2249,22/4/2011,22,4,2011,ALL
2250,13/6/2010,13,6,2010,ALL
2251,8/3/2015,8,3,2015,ALL
2252,18/4/2017,18,4,2017,ALL
2253,23/4/2012,23,4,2012,ALL
2254,3/11/2010,3,11,2010,ALL
2255,17/1/2012,17,1,2012,ALL
2256,26/11/2011,26,11,2011,ALL
2257,3/5/2011,3,5,2011,ALL
2258,26/7/2018,26,7,2018,ALL
2259,1/1/2019,1,1,2019,ALL
2260,14/4/2014,14,4,2014,ALL
2261,15/10/2019,15,10,2019,ALL
2262,6/8/2014,6,8,2014,ALL
2263,4/10/2014,4,10,2014,ALL
2264,5/9/2016,5,9,2016,ALL
2265,11/7/2015,11,7,2015,ALL
2266,20/3/2015,20,3,2015,ALL
2267,20/10/2012,20,10,2012,ALL
2268,20/4/2015,20,4,2015,ALL
2269,5/5/2011,5,5,2011,ALL
2270,24/6/2011,24,6,2011,ALL
2271,19/11/2018,19,11,2018,ALL
2272,9/3/2013,9,3,2013,ALL
2273,15/3/2014,15,3,2014,ALL
2274,5/6/2013,5,6,2013,ALL
2275,9/9/2012,9,9,2012,ALL
2276,9/2/2013,9,2,2013,ALL
2277,2/4/2018,2,4,2018,ALL
2278,7/1/2019,7,1,2019,ALL
2279,11/9/2017,11,9,2017,ALL
2280,20/9/2010,20,9,2010,ALL
2281,14/10/2010,14,10,2010,ALL
2282,20/1/2012,20,1,2012,ALL
2283,5/8/2012,5,8,2012,ALL
2284,18/4/2019,18,4,2019,ALL
2285,12/7/2015,12,7,2015,ALL
2286,18/1/2017,18,1,2017,ALL
2287,9/3/2010,9,3,2010,ALL
2288,12/3/2013,12,3,2013,ALL
2289,20/5/2015,20,5,2015,ALL
2290,12/5/2019,12,5,2019,ALL
2291,18/4/2011,18,4,2011,ALL
2292,6/1/2013,6,1,2013,ALL
2293,14/2/2016,14,2,2016,ALL
2294,18/9/2011,18,9,2011,ALL
2295,1/5/2019,1,5,2019,ALL
2296,23/9/2011,23,9,2011,ALL
2297,10/1/2013,10,1,2013,ALL
2298,21/3/2018,21,3,2018,ALL
2299,25/5/2014,25,5,2014,ALL
2300,19/8/2013,19,8,2013,ALL
2301,2/11/2018,2,11,2018,ALL
2302,4/2/2010,4,2,2010,ALL
2303,27/5/2014,27,5,2014,ALL
2304,21/10/2012,21,10,2012,ALL
2305,12/6/2017,12,6,2017,ALL
2306,5/3/2010,5,3,2010,ALL
2307,12/10/2015,12,10,2015,ALL
2308,7/3/2013,7,3,2013,ALL
2309,26/1/2019,26,1,2019,ALL
2310,6/8/2019,6,8,2019,ALL
2311,15/8/2018,15,8,2018,ALL
2312,15/1/2012,15,1,2012,ALL
2313,6/1/2013,6,1,2013,ALL
2314,13/11/2010,13,11,2010,ALL
2315,21/6/2011,21,6,2011,ALL
2316,5/7/2017,5,7,2017,ALL
2317,20/10/2013,20,10,2013,ALL
2318,25/7/2014,25,7,2014,ALL
2319,25/6/2019,25,6,2019,ALL
2320,2/1/2019,2,1,2019,ALL
2321,23/11/2010,23,11,2010,ALL
2322,11/6/2015,11,6,2015,ALL
2323,25/5/2013,25,5,2013,ALL
2324,21/10/2016,21,10,2016,ALL
2325,9/8/2016,9,8,2016,ALL
2326,9/11/2012,9,11,2012,ALL
2327,2/10/2013,2,10,2013,ALL
2328,5/5/2016,5,5,2016,ALL
2329,17/7/2011,17,7,2011,ALL
2330,17/9/2015,17,9,2015,ALL
2331,12/9/2013,12,9,2013,ALL
2332,23/11/2016,23,11,2016,ALL
2333,23/1/2014,23,1,2014,ALL
2334,7/5/2014,7,5,2014,ALL
2335,26/4/2016,26,4,2016,ALL
2336,10/11/2010,10,11,2010,ALL
2337,2/2/2014,2,2,2014,ALL
2338,3/7/2010,3,7,2010,ALL
2339,12/10/2015,12,10,2015,ALL
2340,10/6/2015,10,6,2015,ALL
2341,18/8/2015,18,8,2015,ALL
2342,2/11/2017,2,11,2017,ALL
2343,13/9/2011,13,9,2011,ALL
2344,21/5/2017,21,5,2017,ALL
2345,6/4/2015,6,4,2015,ALL
2346,24/4/2012,24,4,2012,ALL
2347,23/3/2013,23,3,2013,ALL
2348,20/10/2014,20,10,2014,ALL
2349,24/7/2017,24,7,2017,ALL
2350,18/7/2011,18,7,2011,ALL
2351,2/8/2011,2,8,2011,ALL
2352,3/4/2011,3,4,2011,ALL
2353,7/2/2010,7,2,2010,ALL
2354,26/2/2012,26,2,2012,ALL
2355,18/9/2019,18,9,2019,ALL
2356,24/9/2018,24,9,2018,ALL
2357,17/5/2016,17,5,2016,ALL
2358,15/5/2014,15,5,2014,ALL
2359,27/8/2014,27,8,2014,ALL
2360,24/11/2010,24,11,2010,ALL
2361,17/1/2017,17,1,2017,ALL
2362,10/7/2011,10,7,2011,ALL
2363,27/3/2011,27,3,2011,ALL
2364,24/10/2012,24,10,2012,ALL
2365,21/1/2012,21,1,2012,ALL
2366,12/7/2016,12,7,2016,ALL
2367,22/9/2019,22,9,2019,ALL
2368,18/7/2015,18,7,2015,ALL
2369,15/11/2011,15,11,2011,ALL
2370,3/8/2011,3,8,2011,ALL
2371,15/6/2012,15,6,2012,ALL
2372,21/9/2010,21,9,2010,ALL
2373,12/1/2010,12,1,2010,ALL
2374,17/2/2013,17,2,2013,ALL
2375,2/4/2011,2,4,2011,ALL
2376,3/6/2015,3,6,2015,ALL
2377,8/7/2015,8,7,2015,ALL
2378,15/11/2012,15,11,2012,ALL
2379,20/2/2016,20,2,2016,ALL
2380,17/7/2010,17,7,2010,ALL
2381,24/1/2013,24,1,2013,ALL
2382,10/11/2014,10,11,2014,ALL
2383,16/7/2016,16,7,2016,ALL
2384,14/2/2013,14,2,2013,ALL
2385,10/2/2018,10,2,2018,ALL
2386,3/9/2010,3,9,2010,ALL
2387,4/11/2010,4,11,2010,ALL
2388,18/7/2019,18,7,2019,ALL
2389,2/5/2011,2,5,2011,ALL
2390,15/7/2015,15,7,2015,ALL
2391,14/7/2014,14,7,2014,ALL
2392,9/7/2013,9,7,2013,ALL
2393,23/5/2010,23,5,2010,ALL
2394,3/4/2013,3,4,2013,ALL
2395,24/11/2015,24,11,2015,ALL
2396,4/10/2017,4,10,2017,ALL
2397,11/6/2016,11,6,2016,ALL
2398,8/1/2010,8,1,2010,ALL
2399,18/11/2010,18,11,2010,ALL
2400,26/7/2010,26,7,2010,ALL
2401,12/7/2017,12,7,2017,ALL
2402,27/1/2010,27,1,2010,ALL
2403,11/6/2014,11,6,2014,ALL
2404,17/7/2010,17,7,2010,ALL
2405,6/3/2010,6,3,2010,ALL
2406,25/1/2017,25,1,2017,ALL
2407,5/7/2014,5,7,2014,ALL
2408,20/1/2014,20,1,2014,ALL
2409,9/10/2013,9,10,2013,ALL
2410,5/4/2017,5,4,2017,ALL
2411,10/3/2010,10,3,2010,ALL
2412,21/7/2019,21,7,2019,ALL
2413,21/6/2012,21,6,2012,ALL
2414,15/8/2018,15,8,2018,ALL
2415,23/10/2018,23,10,2018,ALL
2416,18/7/2010,18,7,2010,ALL
2417,6/7/2013,6,7,2013,ALL
2418,24/2/2015,24,2,2015,ALL
2419,14/6/2016,14,6,2016,ALL
2420,6/5/2015,6,5,2015,ALL
2421,26/4/2015,26,4,2015,ALL
2422,22/4/2018,22,4,2018,ALL
2423,18/1/2016,18,1,2016,ALL
2424,18/11/2018,18,11,2018,ALL
2425,5/1/2011,5,1,2011,ALL
2426,17/1/2019,17,1,2019,ALL
2427,22/7/2012,22,7,2012,ALL
2428,7/10/2015,7,10,2015,ALL
2429,16/1/2019,16,1,2019,ALL
2430,19/6/2010,19,6,2010,ALL
2431,24/1/2014,24,1,2014,ALL
2432,20/7/2019,20,7,2019,ALL
2433,27/6/2019,27,6,2019,ALL
2434,2/11/2012,2,11,2012,ALL
2435,16/9/2015,16,9,2015,ALL
2436,21/5/2019,21,5,2019,ALL
2437,14/1/2017,14,1,2017,ALL
2438,5/7/2011,5,7,2011,ALL
2439,11/1/2012,11,1,2012,ALL
2440,24/9/2015,24,9,2015,ALL
2441,7/2/2018,7,2,2018,ALL
2442,1/9/2015,1,9,2015,ALL
2443,4/6/2012,4,6,2012,ALL
2444,21/9/2010,21,9,2010,ALL
2445,21/2/2014,21,2,2014,ALL
2446,6/5/2017,6,5,2017,ALL
2447,22/2/2013,22,2,2013,ALL
2448,17/9/2011,17,9,2011,ALL
2449,15/8/2019,15,8,2019,ALL
2450,5/6/2017,5,6,2017,ALL
2451,27/7/2015,27,7,2015,ALL
2452,7/4/2019,7,4,2019,ALL
2453,27/6/2019,27,6,2019,ALL
2454,7/10/2012,7,10,2012,ALL
2455,8/1/2016,8,1,2016,ALL
2456,2/3/2013,2,3,2013,ALL
2457,15/8/2013,15,8,2013,ALL
2458,11/11/2019,11,11,2019,ALL
2459,15/2/2011,15,2,2011,ALL
2460,27/11/2013,27,11,2013,ALL
2461,24/1/2011,24,1,2011,ALL
2462,6/1/2016,6,1,2016,ALL
2463,21/7/2014,21,7,2014,ALL
2464,2/10/2011,2,10,2011,ALL
2465,22/5/2016,22,5,2016,ALL
2466,10/1/2016,10,1,2016,ALL
2467,17/11/2016,17,11,2016,ALL
2468,4/9/2012,4,9,2012,ALL
2469,23/6/2010,23,6,2010,ALL
2470,10/5/2016,10,5,2016,ALL
2471,14/11/2013,14,11,2013,ALL
2472,20/6/2016,20,6,2016,ALL
2473,12/1/2014,12,1,2014,ALL
2474,7/1/2010,7,1,2010,ALL
2475,14/4/2010,14,4,2010,ALL
2476,3/3/2017,3,3,2017,ALL
2477,6/8/2016,6,8,2016,ALL
2478,14/2/2015,14,2,2015,ALL
2479,26/1/2014,26,1,2014,ALL
2480,22/7/2019,22,7,2019,ALL
2481,6/6/2015,6,6,2015,ALL
2482,15/2/2018,15,2,2018,ALL
2483,21/1/2017,21,1,2017,ALL
2484,14/9/2013,14,9,2013,ALL
2485,7/7/2012,7,7,2012,ALL
2486,11/3/2018,11,3,2018,ALL
2487,24/9/2013,24,9,2013,ALL
2488,14/2/2017,14,2,2017,ALL
2489,1/7/2018,1,7,2018,ALL
2490,24/11/2018,24,11,2018,ALL
2491,25/3/2017,25,3,2017,ALL
2492,2/5/2018,2,5,2018,ALL
2493,1/2/2010,1,2,2010,ALL
2494,2/2/2012,2,2,2012,ALL
2495,8/6/2015,8,6,2015,ALL
2496,4/5/2019,4,5,2019,ALL
2497,18/2/2018,18,2,2018,ALL
2498,15/7/2019,15,7,2019,ALL
2499,9/2/2014,9,2,2014,ALL
2500,23/3/2019,23,3,2019,ALL
2501,19/5/2016,19,5,2016,ALL
2502,15/6/2012,15,6,2012,ALL
2503,12/7/2011,12,7,2011,ALL
2504,25/10/2017,25,10,2017,ALL
2505,18/9/2010,18,9,2010,ALL
2506,23/5/2012,23,5,2012,ALL
2507,14/5/2017,14,5,2017,ALL
2508,7/8/2012,7,8,2012,ALL
2509,10/1/2014,10,1,2014,ALL
2510,24/2/2010,24,2,2010,ALL
2511,10/6/2010,10,6,2010,ALL
2512,3/6/2019,3,6,2019,ALL
2513,19/11/2019,19,11,2019,ALL
2514,22/10/2018,22,10,2018,ALL
2515,11/2/2012,11,2,2012,ALL
2516,21/5/2013,21,5,2013,ALL
2517,17/11/2015,17,11,2015,ALL
2518,3/7/2011,3,7,2011,ALL
2519,14/2/2016,14,2,2016,ALL
2520,17/9/2017,17,9,2017,ALL
2521,2/6/2013,2,6,2013,ALL
2522,27/8/2016,27,8,2016,ALL
2523,2/11/2015,2,11,2015,ALL
2524,23/3/2016,23,3,2016,ALL
2525,1/10/2019,1,10,2019,ALL
2526,20/6/2013,20,6,2013,ALL
2527,8/1/2018,8,1,2018,ALL
2528,20/9/2010,20,9,2010,ALL
2529,16/4/2015,16,4,2015,ALL
2530,11/3/2019,11,3,2019,ALL
2531,13/1/2014,13,1,2014,ALL
2532,15/10/2018,15,10,2018,ALL
2533,24/3/2011,24,3,2011,ALL
2534,18/4/2016,18,4,2016,ALL
2535,9/5/2010,9,5,2010,ALL
2536,22/2/2013,22,2,2013,ALL
2537,22/9/2019,22,9,2019,ALL
2538,5/1/2014,5,1,2014,ALL
2539,21/7/2014,21,7,2014,ALL
2540,15/5/2015,15,5,2015,ALL
2541,6/2/2012,6,2,2012,ALL
2542,19/7/2012,19,7,2012,ALL
2543,5/5/2014,5,5,2014,ALL
2544,24/3/2017,24,3,2017,ALL
2545,27/8/2011,27,8,2011,ALL
2546,5/10/2012,5,10,2012,ALL
2547,9/6/2019,9,6,2019,ALL
2548,20/7/2019,20,7,2019,ALL
2549,25/8/2010,25,8,2010,ALL
2550,8/1/2015,8,1,2015,ALL
2551,10/8/2016,10,8,2016,ALL
2552,17/6/2014,17,6,2014,ALL
2553,17/8/2015,17,8,2015,ALL
2554,5/1/2018,5,1,2018,ALL
2555,26/4/2013,26,4,2013,ALL
2556,11/9/2016,11,9,2016,ALL
2557,13/9/2010,13,9,2010,ALL
2558,5/8/2018,5,8,2018,ALL
2559,4/6/2018,4,6,2018,ALL
2560,25/10/2017,25,10,2017,ALL
2561,16/6/2014,16,6,2014,ALL
2562,13/8/2014,13,8,2014,ALL
2563,2/8/2014,2,8,2014,ALL
2564,19/11/2014,19,11,2014,ALL
2565,7/6/2017,7,6,2017,ALL
2566,23/10/2016,23,10,2016,ALL
2567,23/4/2019,23,4,2019,ALL
2568,14/9/2019,14,9,2019,ALL
2569,24/7/2015,24,7,2015,ALL
2570,19/9/2012,19,9,2012,ALL
2571,27/10/2014,27,10,2014,ALL
2572,25/6/2018,25,6,2018,ALL
2573,11/9/2015,11,9,2015,ALL
2574,25/7/2018,25,7,2018,ALL
2575,15/2/2016,15,2,2016,ALL
2576,24/9/2010,24,9,2010,ALL
2577,15/8/2019,15,8,2019,ALL
2578,20/10/2014,20,10,2014,ALL
2579,17/3/2018,17,3,2018,ALL
2580,6/1/2018,6,1,2018,ALL
2581,10/9/2016,10,9,2016,ALL
2582,22/10/2015,22,10,2015,ALL
2583,10/3/2012,10,3,2012,ALL
2584,14/5/2018,14,5,2018,ALL
2585,20/7/2012,20,7,2012,ALL
2586,5/2/2016,5,2,2016,ALL
2587,17/1/2017,17,1,2017,ALL
2588,14/3/2019,14,3,2019,ALL
2589,8/7/2013,8,7,2013,ALL
2590,6/3/2018,6,3,2018,ALL
2591,2/3/2014,2,3,2014,ALL
2592,25/10/2012,25,10,2012,ALL
2593,8/6/2012,8,6,2012,ALL
2594,1/9/2015,1,9,2015,ALL
2595,2/2/2017,2,2,2017,ALL
2596,3/5/2015,3,5,2015,ALL
2597,9/5/2014,9,5,2014,ALL
2598,7/9/2014,7,9,2014,ALL
2599,13/11/2013,13,11,2013,ALL
2600,17/9/2019,17,9,2019,ALL
2601,19/3/2014,19,3,2014,ALL
2602,16/7/2017,16,7,2017,ALL
2603,11/1/2015,11,1,2015,ALL
2604,25/6/2014,25,6,2014,ALL
2605,19/11/2012,19,11,2012,ALL
2606,17/8/2015,17,8,2015,ALL
2607,4/6/2015,4,6,2015,ALL
2608,3/2/2012,3,2,2012,ALL
2609,25/4/2014,25,4,2014,ALL
2610,19/7/2017,19,7,2017,ALL
2611,24/8/2019,24,8,2019,ALL
2612,2/10/2018,2,10,2018,ALL
2613,27/11/2017,27,11,2017,ALL
2614,3/2/2017,3,2,2017,ALL
2615,1/2/2019,1,2,2019,ALL
2616,7/8/2011,7,8,2011,ALL
2617,22/1/2015,22,1,2015,ALL
2618,10/8/2012,10,8,2012,ALL
2619,4/6/2012,4,6,2012,ALL
2620,24/11/2012,24,11,2012,ALL
2621,3/8/2012,3,8,2012,ALL
2622,25/1/2013,25,1,2013,ALL
2623,15/4/2015,15,4,2015,ALL
2624,4/9/2017,4,9,2017,ALL
2625,9/3/2013,9,3,2013,ALL
2626,11/11/2019,11,11,2019,ALL
2627,20/4/2018,20,4,2018,ALL
2628,17/9/2019,17,9,2019,ALL
2629,13/7/2012,13,7,2012,ALL
2630,7/7/2013,7,7,2013,ALL
2631,20/4/2016,20,4,2016,ALL
2632,6/1/2017,6,1,2017,ALL
2633,17/1/2015,17,1,2015,ALL
2634,13/9/2018,13,9,2018,ALL
2635,11/1/2012,11,1,2012,ALL
2636,1/4/2013,1,4,2013,ALL
2637,22/2/2013,22,2,2013,ALL
2638,4/7/2017,4,7,2017,ALL
2639,8/3/2015,8,3,2015,ALL
2640,16/11/2011,16,11,2011,ALL
2641,10/1/2012,10,1,2012,ALL
2642,19/8/2012,19,8,2012,ALL
2643,7/5/2013,7,5,2013,ALL
2644,11/1/2017,11,1,2017,ALL
2645,12/7/2015,12,7,2015,ALL
2646,13/2/2010,13,2,2010,ALL
2647,17/11/2010,17,11,2010,ALL
2648,4/7/2019,4,7,2019,ALL
2649,12/8/2011,12,8,2011,ALL
2650,14/3/2017,14,3,2017,ALL
2651,12/6/2019,12,6,2019,ALL
2652,13/10/2019,13,10,2019,ALL
2653,3/1/2013,3,1,2013,ALL
2654,2/2/2015,2,2,2015,ALL
2655,13/5/2018,13,5,2018,ALL
2656,24/3/2010,24,3,2010,ALL
2657,17/2/2014,17,2,2014,ALL
2658,26/2/2014,26,2,2014,ALL
2659,7/11/2016,7,11,2016,ALL
2660,8/11/2013,8,11,2013,ALL
2661,10/11/2010,10,11,2010,ALL
2662,2/2/2011,2,2,2011,ALL
2663,23/10/2017,23,10,2017,ALL
2664,27/1/2012,27,1,2012,ALL
2665,22/4/2011,22,4,2011,ALL
2666,5/10/2014,5,10,2014,ALL
2667,7/10/2014,7,10,2014,ALL
2668,3/3/2013,3,3,2013,ALL
2669,6/7/2018,6,7,2018,ALL
2670,11/5/2018,11,5,2018,ALL
2671,16/6/2011,16,6,2011,ALL
2672,22/11/2016,22,11,2016,ALL
2673,25/8/2011,25,8,2011,ALL
2674,19/5/2016,19,5,2016,ALL
2675,20/3/2011,20,3,2011,ALL
2676,13/8/2016,13,8,2016,ALL
2677,19/2/2011,19,2,2011,ALL
2678,26/7/2012,26,7,2012,ALL
2679,20/4/2014,20,4,2014,ALL
2680,5/5/2019,5,5,2019,ALL
2681,17/3/2016,17,3,2016,ALL
2682,3/3/2017,3,3,2017,ALL
2683,13/9/2017,13,9,2017,ALL
2684,22/7/2011,22,7,2011,ALL
2685,9/3/2018,9,3,2018,ALL
2686,8/4/2011,8,4,2011,ALL
2687,25/10/2013,25,10,2013,ALL
2688,3/11/2015,3,11,2015,ALL
2689,1/5/2015,1,5,2015,ALL
2690,6/7/2014,6,7,2014,ALL
2691,12/9/2013,12,9,2013,ALL
2692,23/11/2011,23,11,2011,ALL
2693,1/10/2010,1,10,2010,ALL
2694,10/7/2018,10,7,2018,ALL
2695,3/3/2013,3,3,2013,ALL
2696,17/4/2013,17,4,2013,ALL
2697,5/10/2017,5,10,2017,ALL
2698,23/1/2013,23,1,2013,ALL
2699,5/3/2019,5,3,2019,ALL
2700,7/5/2018,7,5,2018,ALL
2701,4/2/2016,4,2,2016,ALL
2702,20/7/2015,20,7,2015,ALL
2703,1/11/2019,1,11,2019,ALL
2704,15/4/2013,15,4,2013,ALL
2705,26/7/2010,26,7,2010,ALL
2706,7/2/2012,7,2,2012,ALL
2707,5/8/2018,5,8,2018,ALL
2708,18/10/2018,18,10,2018,ALL
2709,17/7/2014,17,7,2014,ALL
2710,8/10/2018,8,10,2018,ALL
2711,11/10/2010,11,10,2010,ALL
2712,23/2/2015,23,2,2015,ALL
2713,14/8/2015,14,8,2015,ALL
2714,2/3/2012,2,3,2012,ALL
2715,21/9/2016,21,9,2016,ALL
2716,23/3/2010,23,3,2010,ALL
2717,5/3/2013,5,3,2013,ALL
2718,22/9/2014,22,9,2014,ALL
2719,23/6/2019,23,6,2019,ALL
2720,6/6/2013,6,6,2013,ALL
2721,27/8/2013,27,8,2013,ALL
2722,22/4/2016,22,4,2016,ALL
2723,22/5/2015,22,5,2015,ALL
2724,13/1/2013,13,1,2013,ALL
2725,18/10/2010,18,10,2010,ALL
2726,26/11/2016,26,11,2016,ALL
2727,5/9/2011,5,9,2011,ALL
2728,24/5/2013,24,5,2013,ALL
2729,22/3/2019,22,3,2019,ALL
2730,1/1/2015,1,1,2015,ALL
2731,22/6/2016,22,6,2016,ALL
2732,2/1/2017,2,1,2017,ALL
2733,19/4/2016,19,4,2016,ALL
2734,16/11/2018,16,11,2018,ALL
2735,23/11/2010,23,11,2010,ALL
2736,23/9/2018,23,9,2018,ALL
2737,11/1/2010,11,1,2010,ALL
2738,24/6/2014,24,6,2014,ALL
2739,5/6/2016,5,6,2016,ALL
2740,16/7/2012,16,7,2012,ALL
2741,18/1/2014,18,1,2014,ALL
2742,15/1/2018,15,1,2018,ALL
2743,18/3/2018,18,3,2018,ALL
2744,3/2/2016,3,2,2016,ALL
2745,1/7/2015,1,7,2015,ALL
2746,1/11/2010,1,11,2010,ALL
2747,4/3/2017,4,3,2017,ALL
2748,15/6/2012,15,6,2012,ALL
2749,3/3/2017,3,3,2017,ALL
2750,20/10/2014,20,10,2014,ALL
2751,13/4/2019,13,4,2019,ALL
2752,17/1/2015,17,1,2015,ALL
2753,15/8/2016,15,8,2016,ALL
2754,4/1/2014,4,1,2014,ALL
2755,6/10/2015,6,10,2015,ALL
2756,27/9/2011,27,9,2011,ALL
2757,3/7/2014,3,7,2014,ALL
2758,2/8/2011,2,8,2011,ALL
2759,3/7/2013,3,7,2013,ALL
2760,26/9/2012,26,9,2012,ALL
2761,20/1/2013,20,1,2013,ALL
2762,22/5/2011,22,5,2011,ALL
2763,25/10/2013,25,10,2013,ALL
2764,5/2/2017,5,2,2017,ALL
2765,8/6/2018,8,6,2018,ALL
2766,12/10/2013,12,10,2013,ALL
2767,10/11/2016,10,11,2016,ALL
2768,22/2/2017,22,2,2017,ALL
2769,9/2/2019,9,2,2019,ALL
2770,12/4/2019,12,4,2019,ALL
2771,4/6/2013,4,6,2013,ALL
2772,15/7/2010,15,7,2010,ALL
2773,19/3/2018,19,3,2018,ALL
2774,15/3/2017,15,3,2017,ALL
2775,14/11/2015,14,11,2015,ALL
2776,24/3/2018,24,3,2018,ALL
2777,15/11/2018,15,11,2018,ALL
2778,9/9/2018,9,9,2018,ALL
2779,4/2/2012,4,2,2012,ALL
2780,4/6/2014,4,6,2014,ALL
2781,5/10/2016,5,10,2016,ALL
2782,24/4/2012,24,4,2012,ALL
2783,10/11/2013,10,11,2013,ALL
2784,14/9/2011,14,9,2011,ALL
2785,22/11/2012,22,11,2012,ALL
2786,4/6/2011,4,6,2011,ALL
2787,25/2/2015,25,2,2015,ALL
2788,23/7/2012,23,7,2012,ALL
2789,3/3/2014,3,3,2014,ALL
2790,25/10/2016,25,10,2016,ALL
2791,3/6/2011,3,6,2011,ALL
2792,6/4/2011,6,4,2011,ALL
2793,24/10/2014,24,10,2014,ALL
2794,6/5/2019,6,5,2019,ALL
2795,18/11/2018,18,11,2018,ALL
2796,6/11/2015,6,11,2015,ALL
2797,12/8/2011,12,8,2011,ALL
2798,1/8/2011,1,8,2011,ALL
2799,3/1/2019,3,1,2019,ALL
2800,7/2/2012,7,2,2012,ALL
2801,24/10/2018,24,10,2018,ALL
2802,17/4/2017,17,4,2017,ALL
2803,7/1/2017,7,1,2017,ALL
2804,4/7/2011,4,7,2011,ALL
2805,14/11/2017,14,11,2017,ALL
2806,12/8/2015,12,8,2015,ALL
2807,22/8/2017,22,8,2017,ALL
2808,10/10/2016,10,10,2016,ALL
2809,20/3/2014,20,3,2014,ALL
2810,25/2/2016,25,2,2016,ALL
2811,25/4/2012,25,4,2012,ALL
2812,26/8/2013,26,8,2013,ALL
2813,16/2/2012,16,2,2012,ALL
2814,17/9/2010,17,9,2010,ALL
2815,27/9/2018,27,9,2018,ALL
2816,25/1/2015,25,1,2015,ALL
2817,8/8/2014,8,8,2014,ALL
2818,11/10/2011,11,10,2011,ALL
2819,8/8/2010,8,8,2010,ALL
2820,10/1/2015,10,1,2015,ALL
2821,1/9/2019,1,9,2019,ALL
2822,18/7/2018,18,7,2018,ALL
2823,2/9/2012,2,9,2012,ALL
2824,26/8/2012,26,8,2012,ALL
2825,17/6/2016,17,6,2016,ALL
2826,2/6/2017,2,6,2017,ALL
2827,15/3/2012,15,3,2012,ALL
2828,6/10/2014,6,10,2014,ALL
2829,20/5/2010,20,5,2010,ALL
2830,9/3/2013,9,3,2013,ALL
2831,21/1/2012,21,1,2012,ALL
2832,7/4/2013,7,4,2013,ALL
2833,27/4/2016,27,4,2016,ALL
2834,20/1/2019,20,1,2019,ALL
2835,7/2/2014,7,2,2014,ALL
2836,12/10/2017,12,10,2017,ALL
2837,26/3/2012,26,3,2012,ALL
2838,24/11/2016,24,11,2016,ALL
2839,9/6/2016,9,6,2016,ALL
2840,20/5/2010,20,5,2010,ALL
2841,21/5/2016,21,5,2016,ALL
2842,27/9/2012,27,9,2012,ALL
2843,11/4/2017,11,4,2017,ALL
2844,16/10/2019,16,10,2019,ALL
2845,5/8/2015,5,8,2015,ALL
2846,26/9/2016,26,9,2016,ALL
2847,24/10/2013,24,10,2013,ALL
2848,15/4/2018,15,4,2018,ALL
2849,19/9/2011,19,9,2011,ALL
2850,19/9/2010,19,9,2010,ALL
2851,24/8/2016,24,8,2016,ALL
2852,26/9/2011,26,9,2011,ALL
2853,9/1/2014,9,1,2014,ALL
2854,1/11/2014,1,11,2014,ALL
2855,27/6/2011,27,6,2011,ALL
2856,15/8/2012,15,8,2012,ALL
2857,21/5/2011,21,5,2011,ALL
2858,20/3/2011,20,3,2011,ALL
2859,26/2/2019,26,2,2019,ALL
2860,2/3/2011,2,3,2011,ALL
2861,12/10/2013,12,10,2013,ALL
2862,24/2/2011,24,2,2011,ALL
2863,18/5/2019,18,5,2019,ALL
2864,2/6/2017,2,6,2017,ALL
2865,19/4/2018,19,4,2018,ALL
2866,4/2/2018,4,2,2018,ALL
2867,26/5/2012,26,5,2012,ALL
2868,4/7/2010,4,7,2010,ALL
