date_id,date,day,month,year
46247,16/12/2018,16,12,2018
46248,2/9/2016,2,9,2016
46249,8/1/2017,8,1,2017
46250,16/5/2015,16,5,2015
46251,27/2/2018,27,2,2018
46252,24/10/2013,24,10,2013
46253,7/1/2015,7,1,2015
46254,4/7/2014,4,7,2014
46255,23/7/2018,23,7,2018
46256,24/1/2018,24,1,2018
46257,16/10/2018,16,10,2018
46258,21/2/2015,21,2,2015
46259,23/10/2018,23,10,2018
46260,13/5/2011,13,5,2011
46261,4/4/2013,4,4,2013
46262,11/11/2015,11,11,2015
46263,24/7/2018,24,7,2018
46264,12/9/2013,12,9,2013
46265,19/7/2014,19,7,2014
46266,9/11/2013,9,11,2013
46267,8/10/2015,8,10,2015
46268,25/9/2014,25,9,2014
46269,21/4/2015,21,4,2015
46270,21/7/2013,21,7,2013
46271,25/7/2015,25,7,2015
46272,6/4/2012,6,4,2012
46273,21/4/2012,21,4,2012
46274,22/7/2018,22,7,2018
46275,17/1/2019,17,1,2019
46276,24/6/2018,24,6,2018
46277,6/11/2019,6,11,2019
46278,9/11/2012,9,11,2012
46279,24/8/2017,24,8,2017
46280,3/5/2017,3,5,2017
46281,6/4/2019,6,4,2019
46282,19/8/2016,19,8,2016
46283,7/2/2017,7,2,2017
46284,17/4/2012,17,4,2012
46285,15/12/2017,15,12,2017
46286,6/9/2015,6,9,2015
46287,9/7/2018,9,7,2018
46288,20/11/2012,20,11,2012
46289,16/7/2019,16,7,2019
46290,8/4/2010,8,4,2010
46291,24/7/2015,24,7,2015
46292,9/6/2018,9,6,2018
46293,26/5/2019,26,5,2019
46294,6/9/2019,6,9,2019
46295,26/12/2019,26,12,2019
46296,23/8/2017,23,8,2017
46297,2/1/2019,2,1,2019
46298,19/2/2015,19,2,2015
46299,25/1/2019,25,1,2019
46300,2/4/2015,2,4,2015
46301,12/6/2019,12,6,2019
46302,6/11/2018,6,11,2018
46303,8/12/2018,8,12,2018
46304,3/9/2013,3,9,2013
46305,20/9/2018,20,9,2018
46306,19/1/2013,19,1,2013
46307,25/1/2014,25,1,2014
46308,8/10/2015,8,10,2015
46309,2/11/2015,2,11,2015
46310,23/5/2012,23,5,2012
46311,14/4/2017,14,4,2017
46312,8/3/2018,8,3,2018
46313,20/12/2019,20,12,2019
46314,5/3/2019,5,3,2019
46315,20/6/2019,20,6,2019
46316,10/5/2013,10,5,2013
46317,5/3/2015,5,3,2015
46318,11/8/2015,11,8,2015
46319,5/6/2019,5,6,2019
46320,24/2/2010,24,2,2010
46321,4/6/2012,4,6,2012
46322,21/2/2017,21,2,2017
46323,20/5/2017,20,5,2017
46324,1/6/2019,1,6,2019
46325,7/6/2019,7,6,2019
46326,2/11/2018,2,11,2018
46327,24/10/2019,24,10,2019
46328,13/5/2017,13,5,2017
46329,17/2/2019,17,2,2019
46330,25/4/2019,25,4,2019
46331,19/7/2019,19,7,2019
46332,8/8/2011,8,8,2011
46333,9/12/2018,9,12,2018
46334,9/4/2019,9,4,2019
46335,10/5/2019,10,5,2019
46336,4/11/2016,4,11,2016
46337,21/8/2017,21,8,2017
46338,16/5/2018,16,5,2018
46339,5/11/2018,5,11,2018
46340,19/5/2011,19,5,2011
46341,27/11/2016,27,11,2016
46342,9/9/2015,9,9,2015
46343,15/2/2018,15,2,2018
46344,11/11/2017,11,11,2017
46345,24/5/2019,24,5,2019
46346,8/2/2012,8,2,2012
46347,5/4/2015,5,4,2015
46348,1/4/2011,1,4,2011
46349,4/10/2013,4,10,2013
46350,15/5/2016,15,5,2016
46351,18/7/2016,18,7,2016
46352,2/1/2014,2,1,2014
46353,24/6/2017,24,6,2017
46354,16/11/2013,16,11,2013
46355,25/9/2019,25,9,2019
46356,19/8/2013,19,8,2013
46357,15/6/2016,15,6,2016
46358,22/4/2014,22,4,2014
46359,5/1/2018,5,1,2018
46360,12/7/2012,12,7,2012
46361,9/9/2016,9,9,2016
46362,21/2/2012,21,2,2012
46363,9/9/2016,9,9,2016
46364,9/1/2018,9,1,2018
46365,12/11/2019,12,11,2019
46366,25/10/2018,25,10,2018
46367,13/3/2019,13,3,2019
46368,17/10/2019,17,10,2019
46369,23/12/2019,23,12,2019
46370,16/3/2013,16,3,2013
46371,24/11/2018,24,11,2018
46372,27/5/2017,27,5,2017
46373,12/10/2018,12,10,2018
46374,17/10/2011,17,10,2011
46375,1/9/2019,1,9,2019
46376,5/11/2011,5,11,2011
46377,11/12/2011,11,12,2011
46378,16/2/2019,16,2,2019
46379,13/11/2019,13,11,2019
46380,23/5/2011,23,5,2011
46381,11/4/2018,11,4,2018
46382,26/11/2012,26,11,2012
46383,8/5/2018,8,5,2018
46384,1/1/2019,1,1,2019
46385,20/7/2019,20,7,2019
46386,14/9/2013,14,9,2013
46387,22/7/2014,22,7,2014
46388,10/4/2016,10,4,2016
46389,11/5/2019,11,5,2019
46390,18/7/2012,18,7,2012
46391,25/10/2014,25,10,2014
46392,22/8/2011,22,8,2011
46393,8/1/2018,8,1,2018
46394,19/8/2012,19,8,2012
46395,4/5/2015,4,5,2015
46396,19/1/2016,19,1,2016
46397,22/4/2017,22,4,2017
46398,3/2/2014,3,2,2014
46399,10/2/2014,10,2,2014
46400,15/6/2013,15,6,2013
46401,25/7/2014,25,7,2014
46402,25/2/2013,25,2,2013
46403,26/1/2018,26,1,2018
46404,23/10/2016,23,10,2016
46405,20/11/2016,20,11,2016
46406,23/6/2019,23,6,2019
46407,24/10/2019,24,10,2019
46408,20/1/2013,20,1,2013
46409,22/3/2017,22,3,2017
46410,14/4/2018,14,4,2018
46411,5/5/2019,5,5,2019
46412,13/6/2017,13,6,2017
46413,19/9/2017,19,9,2017
46414,14/2/2017,14,2,2017
46415,26/10/2019,26,10,2019
46416,19/6/2011,19,6,2011
46417,18/11/2012,18,11,2012
46418,24/3/2016,24,3,2016
46419,20/4/2018,20,4,2018
46420,5/8/2015,5,8,2015
46421,25/7/2017,25,7,2017
46422,4/6/2014,4,6,2014
46423,7/7/2017,7,7,2017
46424,19/1/2013,19,1,2013
46425,25/4/2018,25,4,2018
46426,12/4/2017,12,4,2017
46427,8/10/2019,8,10,2019
46428,3/3/2011,3,3,2011
46429,10/11/2013,10,11,2013
46430,8/11/2014,8,11,2014
46431,2/9/2015,2,9,2015
46432,27/3/2012,27,3,2012
46433,23/6/2013,23,6,2013
46434,4/5/2015,4,5,2015
46435,19/8/2015,19,8,2015
46436,2/3/2016,2,3,2016
46437,6/4/2019,6,4,2019
46438,26/6/2014,26,6,2014
46439,23/1/2019,23,1,2019
46440,18/2/2012,18,2,2012
46441,16/3/2017,16,3,2017
46442,14/5/2012,14,5,2012
46443,6/2/2019,6,2,2019
46444,25/10/2010,25,10,2010
46445,26/12/2015,26,12,2015
46446,18/9/2015,18,9,2015
46447,5/6/2018,5,6,2018
46448,8/9/2012,8,9,2012
46449,15/12/2018,15,12,2018
46450,7/5/2018,7,5,2018
46451,4/11/2019,4,11,2019
46452,7/2/2010,7,2,2010
46453,11/11/2010,11,11,2010
46454,26/7/2012,26,7,2012
46455,8/8/2014,8,8,2014
46456,7/8/2012,7,8,2012
46457,17/3/2013,17,3,2013
46458,13/5/2011,13,5,2011
46459,18/6/2013,18,6,2013
46460,23/4/2015,23,4,2015
46461,7/3/2019,7,3,2019
46462,22/3/2014,22,3,2014
46463,18/12/2017,18,12,2017
46464,22/8/2013,22,8,2013
46465,7/4/2016,7,4,2016
46466,10/8/2018,10,8,2018
46467,4/11/2018,4,11,2018
46468,9/6/2014,9,6,2014
46469,12/2/2015,12,2,2015
46470,10/7/2014,10,7,2014
46471,13/4/2015,13,4,2015
46472,5/11/2017,5,11,2017
46473,17/11/2017,17,11,2017
46474,8/4/2019,8,4,2019
46475,18/8/2019,18,8,2019
46476,6/2/2017,6,2,2017
46477,10/8/2019,10,8,2019
46478,7/2/2018,7,2,2018
46479,20/5/2019,20,5,2019
46480,3/6/2012,3,6,2012
46481,17/1/2016,17,1,2016
46482,9/10/2018,9,10,2018
46483,5/10/2019,5,10,2019
46484,4/11/2017,4,11,2017
46485,1/11/2019,1,11,2019
46486,16/5/2013,16,5,2013
46487,13/9/2017,13,9,2017
46488,27/10/2010,27,10,2010
46489,10/9/2014,10,9,2014
46490,12/6/2015,12,6,2015
46491,27/10/2015,27,10,2015
46492,15/6/2010,15,6,2010
46493,12/11/2010,12,11,2010
46494,17/4/2012,17,4,2012
46495,23/2/2016,23,2,2016
46496,17/1/2010,17,1,2010
46497,23/7/2016,23,7,2016
46498,4/9/2018,4,9,2018
46499,13/7/2019,13,7,2019
46500,12/1/2017,12,1,2017
46501,22/1/2019,22,1,2019
46502,3/1/2014,3,1,2014
46503,8/1/2015,8,1,2015
46504,12/1/2012,12,1,2012
46505,13/12/2017,13,12,2017
46506,2/8/2019,2,8,2019
46507,23/8/2019,23,8,2019
46508,19/8/2018,19,8,2018
46509,13/12/2019,13,12,2019
46510,2/8/2010,2,8,2010
46511,5/7/2019,5,7,2019
46512,2/1/2015,2,1,2015
46513,1/6/2016,1,6,2016
46514,3/2/2013,3,2,2013
46515,15/3/2014,15,3,2014
46516,14/8/2011,14,8,2011
46517,17/2/2015,17,2,2015
46518,10/3/2013,10,3,2013
46519,24/11/2015,24,11,2015
46520,16/5/2018,16,5,2018
46521,27/10/2018,27,10,2018
46522,20/11/2013,20,11,2013
46523,4/7/2015,4,7,2015
46524,24/11/2017,24,11,2017
46525,18/6/2019,18,6,2019
46526,18/3/2010,18,3,2010
46527,16/1/2011,16,1,2011
46528,3/5/2017,3,5,2017
46529,22/11/2017,22,11,2017
46530,26/7/2016,26,7,2016
46531,6/1/2017,6,1,2017
46532,23/10/2016,23,10,2016
46533,16/7/2017,16,7,2017
46534,19/10/2012,19,10,2012
46535,18/7/2013,18,7,2013
46536,19/5/2017,19,5,2017
46537,7/11/2017,7,11,2017
46538,20/10/2010,20,10,2010
46539,22/12/2017,22,12,2017
46540,17/7/2012,17,7,2012
46541,5/3/2013,5,3,2013
46542,8/4/2016,8,4,2016
46543,5/9/2016,5,9,2016
46544,3/4/2015,3,4,2015
46545,22/7/2019,22,7,2019
46546,8/8/2019,8,8,2019
46547,18/12/2019,18,12,2019
46548,14/11/2011,14,11,2011
46549,12/9/2018,12,9,2018
46550,11/5/2016,11,5,2016
46551,23/3/2018,23,3,2018
46552,10/2/2013,10,2,2013
46553,3/1/2014,3,1,2014
46554,8/3/2012,8,3,2012
46555,16/6/2014,16,6,2014
46556,14/4/2016,14,4,2016
46557,19/12/2016,19,12,2016
46558,16/7/2018,16,7,2018
46559,3/12/2018,3,12,2018
46560,19/6/2014,19,6,2014
46561,14/7/2014,14,7,2014
46562,9/8/2013,9,8,2013
46563,22/6/2019,22,6,2019
46564,13/4/2012,13,4,2012
46565,20/8/2014,20,8,2014
46566,26/3/2018,26,3,2018
46567,9/5/2019,9,5,2019
46568,22/3/2012,22,3,2012
46569,22/10/2014,22,10,2014
46570,21/3/2011,21,3,2011
46571,2/12/2018,2,12,2018
46572,11/1/2012,11,1,2012
46573,13/12/2013,13,12,2013
46574,3/6/2017,3,6,2017
46575,8/10/2017,8,10,2017
46576,22/2/2017,22,2,2017
46577,2/9/2018,2,9,2018
46578,5/4/2017,5,4,2017
46579,5/11/2019,5,11,2019
46580,15/9/2013,15,9,2013
46581,3/2/2014,3,2,2014
46582,16/7/2013,16,7,2013
46583,3/6/2015,3,6,2015
46584,26/3/2010,26,3,2010
46585,14/10/2019,14,10,2019
46586,15/6/2014,15,6,2014
46587,4/8/2014,4,8,2014
46588,3/8/2014,3,8,2014
46589,20/3/2017,20,3,2017
46590,17/4/2014,17,4,2014
46591,27/5/2015,27,5,2015
46592,5/11/2012,5,11,2012
46593,18/2/2015,18,2,2015
46594,25/5/2011,25,5,2011
46595,9/1/2014,9,1,2014
46596,25/11/2014,25,11,2014
46597,26/5/2017,26,5,2017
46598,11/8/2014,11,8,2014
46599,4/11/2019,4,11,2019
46600,19/7/2018,19,7,2018
46601,3/4/2019,3,4,2019
46602,12/4/2016,12,4,2016
46603,19/12/2016,19,12,2016
46604,9/8/2015,9,8,2015
46605,25/10/2018,25,10,2018
46606,21/11/2015,21,11,2015
46607,25/10/2019,25,10,2019
46608,8/9/2015,8,9,2015
46609,10/1/2016,10,1,2016
46610,25/1/2016,25,1,2016
46611,16/8/2017,16,8,2017
46612,19/7/2015,19,7,2015
46613,11/9/2019,11,9,2019
46614,26/9/2013,26,9,2013
46615,19/3/2018,19,3,2018
46616,9/9/2011,9,9,2011
46617,25/10/2013,25,10,2013
46618,25/5/2019,25,5,2019
46619,1/10/2019,1,10,2019
46620,1/8/2017,1,8,2017
46621,26/12/2017,26,12,2017
46622,22/8/2015,22,8,2015
46623,16/1/2017,16,1,2017
46624,27/6/2018,27,6,2018
46625,19/3/2019,19,3,2019
46626,10/1/2011,10,1,2011
46627,21/8/2016,21,8,2016
46628,10/4/2014,10,4,2014
46629,22/7/2017,22,7,2017
46630,16/4/2012,16,4,2012
46631,6/12/2014,6,12,2014
46632,23/7/2010,23,7,2010
46633,11/8/2010,11,8,2010
46634,15/5/2018,15,5,2018
46635,12/3/2019,12,3,2019
46636,10/1/2014,10,1,2014
46637,3/4/2019,3,4,2019
46638,9/6/2018,9,6,2018
46639,21/11/2018,21,11,2018
46640,19/7/2016,19,7,2016
46641,19/7/2018,19,7,2018
46642,26/3/2015,26,3,2015
46643,16/10/2016,16,10,2016
46644,25/6/2012,25,6,2012
46645,15/9/2012,15,9,2012
46646,12/5/2017,12,5,2017
46647,9/12/2019,9,12,2019
46648,12/7/2016,12,7,2016
46649,15/4/2017,15,4,2017
46650,27/3/2016,27,3,2016
46651,5/1/2019,5,1,2019
46652,21/2/2012,21,2,2012
46653,13/7/2013,13,7,2013
46654,22/2/2012,22,2,2012
46655,17/12/2015,17,12,2015
46656,8/4/2014,8,4,2014
46657,6/1/2018,6,1,2018
46658,22/4/2013,22,4,2013
46659,14/9/2015,14,9,2015
46660,17/11/2012,17,11,2012
46661,12/7/2013,12,7,2013
46662,5/8/2019,5,8,2019
46663,17/10/2019,17,10,2019
46664,21/4/2011,21,4,2011
46665,1/8/2011,1,8,2011
46666,4/4/2018,4,4,2018
46667,19/7/2019,19,7,2019
46668,9/2/2014,9,2,2014
46669,8/1/2015,8,1,2015
46670,14/1/2013,14,1,2013
46671,7/11/2013,7,11,2013
46672,5/10/2017,5,10,2017
46673,8/9/2019,8,9,2019
46674,6/6/2016,6,6,2016
46675,20/8/2018,20,8,2018
46676,18/3/2010,18,3,2010
46677,13/5/2011,13,5,2011
46678,13/2/2015,13,2,2015
46679,7/12/2017,7,12,2017
46680,9/4/2011,9,4,2011
46681,24/4/2014,24,4,2014
46682,12/2/2011,12,2,2011
46683,12/5/2018,12,5,2018
46684,20/10/2018,20,10,2018
46685,17/2/2019,17,2,2019
46686,16/11/2012,16,11,2012
46687,3/10/2019,3,10,2019
46688,19/8/2013,19,8,2013
46689,11/9/2019,11,9,2019
46690,22/6/2019,22,6,2019
46691,17/10/2019,17,10,2019
46692,15/7/2019,15,7,2019
46693,25/10/2019,25,10,2019
46694,8/2/2018,8,2,2018
46695,19/5/2018,19,5,2018
46696,15/10/2013,15,10,2013
46697,21/10/2019,21,10,2019
46698,22/5/2011,22,5,2011
46699,9/8/2015,9,8,2015
46700,11/10/2011,11,10,2011
46701,9/10/2013,9,10,2013
46702,22/3/2010,22,3,2010
46703,12/7/2010,12,7,2010
46704,18/11/2011,18,11,2011
46705,16/12/2016,16,12,2016
46706,16/3/2018,16,3,2018
46707,6/11/2019,6,11,2019
46708,19/4/2014,19,4,2014
46709,17/5/2015,17,5,2015
46710,1/4/2016,1,4,2016
46711,11/10/2018,11,10,2018
46712,14/4/2013,14,4,2013
46713,24/1/2018,24,1,2018
46714,26/3/2012,26,3,2012
46715,12/3/2018,12,3,2018
46716,18/11/2010,18,11,2010
46717,4/9/2019,4,9,2019
46718,27/9/2011,27,9,2011
46719,1/6/2013,1,6,2013
46720,3/9/2018,3,9,2018
46721,12/7/2019,12,7,2019
46722,16/2/2012,16,2,2012
46723,20/12/2018,20,12,2018
46724,16/11/2017,16,11,2017
46725,1/5/2019,1,5,2019
46726,1/11/2015,1,11,2015
46727,3/7/2016,3,7,2016
46728,1/11/2010,1,11,2010
46729,4/10/2012,4,10,2012
46730,8/1/2017,8,1,2017
46731,1/11/2019,1,11,2019
46732,21/6/2019,21,6,2019
46733,4/9/2019,4,9,2019
46734,14/6/2011,14,6,2011
46735,1/11/2016,1,11,2016
46736,25/6/2011,25,6,2011
46737,15/12/2016,15,12,2016
46738,7/2/2014,7,2,2014
46739,2/8/2015,2,8,2015
46740,6/3/2019,6,3,2019
46741,20/11/2019,20,11,2019
46742,25/2/2013,25,2,2013
46743,26/4/2015,26,4,2015
46744,2/6/2016,2,6,2016
46745,20/11/2019,20,11,2019
46746,20/7/2013,20,7,2013
46747,23/7/2015,23,7,2015
46748,21/4/2013,21,4,2013
46749,18/1/2018,18,1,2018
46750,24/10/2011,24,10,2011
46751,18/11/2015,18,11,2015
46752,16/7/2012,16,7,2012
46753,14/10/2012,14,10,2012
46754,26/10/2011,26,10,2011
46755,25/6/2019,25,6,2019
46756,10/3/2010,10,3,2010
46757,26/7/2016,26,7,2016
46758,9/8/2019,9,8,2019
46759,5/9/2019,5,9,2019
46760,8/5/2016,8,5,2016
46761,4/9/2019,4,9,2019
46762,1/11/2012,1,11,2012
46763,14/2/2014,14,2,2014
46764,5/8/2010,5,8,2010
46765,8/5/2019,8,5,2019
46766,27/6/2012,27,6,2012
46767,22/12/2014,22,12,2014
46768,2/11/2010,2,11,2010
46769,11/5/2017,11,5,2017
46770,11/9/2012,11,9,2012
46771,1/10/2016,1,10,2016
46772,27/2/2014,27,2,2014
46773,23/9/2015,23,9,2015
46774,15/6/2019,15,6,2019
46775,14/7/2019,14,7,2019
46776,13/8/2014,13,8,2014
46777,21/5/2016,21,5,2016
46778,5/9/2018,5,9,2018
46779,8/1/2019,8,1,2019
46780,2/1/2017,2,1,2017
46781,27/1/2018,27,1,2018
46782,26/7/2012,26,7,2012
46783,14/8/2016,14,8,2016
46784,24/9/2015,24,9,2015
46785,11/2/2017,11,2,2017
46786,16/2/2012,16,2,2012
46787,12/11/2019,12,11,2019
46788,11/9/2010,11,9,2010
46789,12/1/2018,12,1,2018
46790,20/2/2016,20,2,2016
46791,18/9/2017,18,9,2017
46792,5/9/2014,5,9,2014
46793,14/2/2017,14,2,2017
46794,26/8/2012,26,8,2012
46795,13/12/2014,13,12,2014
46796,16/6/2019,16,6,2019
46797,27/7/2019,27,7,2019
46798,20/6/2012,20,6,2012
46799,26/10/2015,26,10,2015
46800,15/3/2015,15,3,2015
46801,19/3/2019,19,3,2019
46802,10/4/2016,10,4,2016
46803,9/2/2017,9,2,2017
46804,17/2/2016,17,2,2016
46805,5/5/2017,5,5,2017
46806,25/1/2017,25,1,2017
46807,26/10/2018,26,10,2018
46808,7/6/2011,7,6,2011
46809,15/8/2012,15,8,2012
46810,20/4/2015,20,4,2015
46811,6/8/2019,6,8,2019
46812,9/4/2012,9,4,2012
46813,17/8/2018,17,8,2018
46814,14/11/2017,14,11,2017
46815,10/8/2019,10,8,2019
46816,19/1/2010,19,1,2010
46817,12/4/2015,12,4,2015
46818,21/10/2015,21,10,2015
46819,8/3/2016,8,3,2016
46820,14/11/2013,14,11,2013
46821,21/4/2016,21,4,2016
46822,10/4/2017,10,4,2017
46823,23/2/2019,23,2,2019
46824,25/7/2011,25,7,2011
46825,6/3/2016,6,3,2016
46826,11/6/2014,11,6,2014
46827,21/2/2015,21,2,2015
46828,19/8/2016,19,8,2016
46829,7/6/2019,7,6,2019
46830,1/11/2017,1,11,2017
46831,12/11/2018,12,11,2018
46832,17/11/2014,17,11,2014
46833,16/9/2015,16,9,2015
46834,6/10/2015,6,10,2015
46835,11/1/2019,11,1,2019
46836,24/11/2019,24,11,2019
46837,26/11/2019,26,11,2019
46838,14/4/2018,14,4,2018
46839,20/12/2018,20,12,2018
46840,5/2/2013,5,2,2013
46841,7/6/2017,7,6,2017
46842,24/3/2012,24,3,2012
46843,22/5/2013,22,5,2013
46844,4/8/2017,4,8,2017
46845,8/3/2019,8,3,2019
46846,15/3/2014,15,3,2014
46847,23/9/2014,23,9,2014
46848,6/3/2017,6,3,2017
46849,10/3/2019,10,3,2019
46850,26/2/2013,26,2,2013
46851,23/7/2018,23,7,2018
46852,18/4/2013,18,4,2013
46853,22/9/2013,22,9,2013
46854,24/1/2013,24,1,2013
46855,20/3/2016,20,3,2016
46856,24/5/2019,24,5,2019
46857,20/9/2019,20,9,2019
46858,23/11/2010,23,11,2010
46859,8/7/2017,8,7,2017
46860,18/7/2012,18,7,2012
46861,10/1/2015,10,1,2015
46862,17/4/2019,17,4,2019
46863,2/7/2019,2,7,2019
46864,11/2/2011,11,2,2011
46865,26/9/2013,26,9,2013
46866,16/10/2017,16,10,2017
46867,18/12/2017,18,12,2017
46868,15/6/2015,15,6,2015
46869,8/11/2017,8,11,2017
46870,3/9/2016,3,9,2016
46871,24/9/2019,24,9,2019
46872,23/8/2012,23,8,2012
46873,5/8/2014,5,8,2014
46874,21/9/2015,21,9,2015
46875,4/3/2019,4,3,2019
46876,13/2/2016,13,2,2016
46877,20/12/2016,20,12,2016
46878,19/5/2013,19,5,2013
46879,25/8/2019,25,8,2019
46880,18/7/2016,18,7,2016
46881,13/4/2019,13,4,2019
46882,27/8/2018,27,8,2018
46883,12/1/2019,12,1,2019
46884,23/7/2012,23,7,2012
46885,22/7/2014,22,7,2014
46886,25/6/2014,25,6,2014
46887,11/2/2018,11,2,2018
46888,18/8/2012,18,8,2012
46889,8/12/2012,8,12,2012
46890,8/6/2017,8,6,2017
46891,26/4/2018,26,4,2018
46892,19/5/2011,19,5,2011
46893,2/9/2018,2,9,2018
46894,14/4/2018,14,4,2018
46895,5/7/2019,5,7,2019
46896,12/3/2016,12,3,2016
46897,8/4/2018,8,4,2018
46898,5/2/2016,5,2,2016
46899,22/2/2019,22,2,2019
46900,27/10/2010,27,10,2010
46901,14/2/2019,14,2,2019
46902,21/6/2010,21,6,2010
46903,25/11/2019,25,11,2019
46904,5/6/2013,5,6,2013
46905,8/7/2017,8,7,2017
46906,18/1/2014,18,1,2014
46907,13/5/2019,13,5,2019
46908,18/9/2018,18,9,2018
46909,20/12/2018,20,12,2018
46910,24/4/2019,24,4,2019
46911,5/9/2019,5,9,2019
46912,7/1/2014,7,1,2014
46913,21/1/2014,21,1,2014
46914,24/11/2012,24,11,2012
46915,17/1/2017,17,1,2017
46916,27/11/2010,27,11,2010
46917,3/10/2014,3,10,2014
46918,19/4/2010,19,4,2010
46919,6/4/2013,6,4,2013
46920,14/1/2017,14,1,2017
46921,18/3/2018,18,3,2018
46922,21/1/2012,21,1,2012
46923,20/7/2018,20,7,2018
46924,27/10/2013,27,10,2013
46925,8/2/2019,8,2,2019
46926,6/9/2010,6,9,2010
46927,22/6/2019,22,6,2019
46928,18/2/2017,18,2,2017
46929,23/4/2018,23,4,2018
46930,22/6/2012,22,6,2012
46931,1/10/2018,1,10,2018
46932,20/3/2016,20,3,2016
46933,9/3/2019,9,3,2019
46934,10/5/2014,10,5,2014
46935,25/10/2015,25,10,2015
46936,8/9/2010,8,9,2010
46937,24/2/2019,24,2,2019
46938,19/8/2014,19,8,2014
46939,20/1/2018,20,1,2018
46940,9/1/2014,9,1,2014
46941,11/6/2016,11,6,2016
46942,18/3/2018,18,3,2018
46943,2/6/2018,2,6,2018
46944,4/1/2012,4,1,2012
46945,2/2/2015,2,2,2015
46946,4/9/2010,4,9,2010
46947,1/8/2019,1,8,2019
46948,1/8/2019,1,8,2019
46949,25/10/2019,25,10,2019
46950,22/5/2010,22,5,2010
46951,8/2/2015,8,2,2015
46952,27/6/2012,27,6,2012
46953,9/7/2015,9,7,2015
46954,26/1/2011,26,1,2011
46955,19/12/2015,19,12,2015
46956,3/5/2016,3,5,2016
46957,27/1/2019,27,1,2019
46958,1/1/2017,1,1,2017
46959,26/12/2017,26,12,2017
46960,14/9/2015,14,9,2015
46961,7/4/2017,7,4,2017
46962,5/4/2018,5,4,2018
46963,13/7/2019,13,7,2019
46964,2/8/2013,2,8,2013
46965,14/10/2013,14,10,2013
46966,13/3/2011,13,3,2011
46967,23/11/2019,23,11,2019
46968,11/6/2014,11,6,2014
46969,3/1/2015,3,1,2015
46970,2/9/2010,2,9,2010
46971,21/12/2015,21,12,2015
46972,24/6/2016,24,6,2016
46973,12/6/2018,12,6,2018
46974,25/3/2012,25,3,2012
46975,22/7/2012,22,7,2012
46976,6/10/2013,6,10,2013
46977,12/8/2017,12,8,2017
46978,5/6/2016,5,6,2016
46979,13/9/2018,13,9,2018
46980,12/5/2018,12,5,2018
46981,7/7/2018,7,7,2018
46982,24/11/2015,24,11,2015
46983,12/10/2019,12,10,2019
46984,2/8/2018,2,8,2018
46985,24/8/2018,24,8,2018
46986,19/9/2019,19,9,2019
46987,3/10/2019,3,10,2019
46988,24/7/2016,24,7,2016
46989,15/10/2016,15,10,2016
46990,20/3/2015,20,3,2015
46991,4/12/2015,4,12,2015
46992,5/3/2018,5,3,2018
46993,22/11/2018,22,11,2018
46994,4/4/2019,4,4,2019
46995,9/4/2019,9,4,2019
46996,26/3/2015,26,3,2015
46997,18/10/2015,18,10,2015
46998,12/5/2012,12,5,2012
46999,24/2/2015,24,2,2015
47000,12/9/2016,12,9,2016
47001,23/11/2019,23,11,2019
47002,22/7/2014,22,7,2014
47003,11/11/2019,11,11,2019
47004,27/8/2018,27,8,2018
47005,9/12/2019,9,12,2019
47006,14/9/2017,14,9,2017
47007,19/4/2018,19,4,2018
47008,27/2/2018,27,2,2018
47009,27/4/2019,27,4,2019
47010,27/5/2012,27,5,2012
47011,16/7/2014,16,7,2014
47012,25/3/2010,25,3,2010
47013,17/10/2013,17,10,2013
47014,17/5/2019,17,5,2019
47015,2/7/2019,2,7,2019
47016,23/1/2017,23,1,2017
47017,15/2/2018,15,2,2018
47018,4/4/2017,4,4,2017
47019,5/7/2019,5,7,2019
47020,12/1/2015,12,1,2015
47021,5/2/2018,5,2,2018
47022,3/2/2019,3,2,2019
47023,26/10/2019,26,10,2019
47024,4/7/2010,4,7,2010
47025,24/10/2015,24,10,2015
47026,8/3/2017,8,3,2017
47027,9/5/2017,9,5,2017
47028,13/2/2015,13,2,2015
47029,27/2/2019,27,2,2019
47030,2/7/2016,2,7,2016
47031,8/4/2018,8,4,2018
47032,8/11/2015,8,11,2015
47033,22/10/2019,22,10,2019
47034,3/2/2011,3,2,2011
47035,7/11/2016,7,11,2016
47036,12/1/2016,12,1,2016
47037,16/9/2016,16,9,2016
47038,27/8/2018,27,8,2018
47039,20/4/2019,20,4,2019
47040,17/1/2013,17,1,2013
47041,3/9/2019,3,9,2019
47042,17/9/2015,17,9,2015
47043,20/8/2016,20,8,2016
47044,12/2/2011,12,2,2011
47045,25/9/2015,25,9,2015
47046,19/9/2010,19,9,2010
47047,6/2/2019,6,2,2019
47048,13/7/2012,13,7,2012
47049,17/9/2017,17,9,2017
47050,19/10/2019,19,10,2019
47051,23/11/2019,23,11,2019
47052,22/1/2019,22,1,2019
47053,22/10/2019,22,10,2019
47054,20/1/2018,20,1,2018
47055,12/6/2018,12,6,2018
47056,7/7/2010,7,7,2010
47057,24/1/2014,24,1,2014
47058,8/3/2018,8,3,2018
47059,26/5/2018,26,5,2018
47060,27/5/2015,27,5,2015
47061,14/9/2017,14,9,2017
47062,16/6/2013,16,6,2013
47063,10/6/2014,10,6,2014
47064,24/9/2015,24,9,2015
47065,21/4/2018,21,4,2018
47066,16/4/2018,16,4,2018
47067,12/6/2019,12,6,2019
47068,2/1/2017,2,1,2017
